[ 0.98352273 -0.1807845  -3.57994388],[-0.8300644   0.55766754 -0.27570944],[-0.98664421  0.16289017  3.04153039],[-0.5305828  -0.84763311 -1.2221193 ],[-0.60107163  0.79919516  1.78242662]
[ 0.93111779 -0.3647186  -3.83093058],[-0.83554396  0.5494236   0.19797878],[-0.99995414  0.00957697  3.08084247],[-0.60265849 -0.79799921 -1.75080816],[-0.68666594  0.7269731   2.24103033]
[ 0.83652003 -0.54793634 -4.13129426],[-0.85298486  0.52193566  0.65111146],[-0.98977476 -0.14263913  3.05408829],[-0.68953886 -0.72424869 -2.28047513],[-0.77690326  0.62961998  2.65679058]
[ 0.69112    -0.72274003 -4.55726962],[-0.880583    0.47389195  1.10826716],[-0.95862504 -0.28467181  2.91073526],[-0.78368113 -0.62116334 -2.7943581 ],[-0.86194692  0.50699853  2.98729907]
[ 0.48953891 -0.87198145 -5.02953342],[-0.9134666   0.40691371  1.4926489 ],[-0.91199005 -0.41021232  2.68045599],[-0.87216875 -0.48920514 -3.18096242],[-0.93176068  0.36307304  3.2027026 ]
[ 0.22923731 -0.97337056 -5.60533669],[-0.94658516  0.32245393  1.81504197],[-0.85682274 -0.51561109  2.3806769 ],[-0.94352277 -0.33130769 -3.46977909],[-0.97915123  0.20313265  3.34015339]
[-0.08447889 -0.99642527 -6.31747509],[-0.97373969  0.22766428  1.97284913],[-0.8017111  -0.59771173  1.9784624 ],[-0.98800823 -0.15440119 -3.65335717],[-0.9993762   0.03531594  3.38465853]
[-0.42374327 -0.90578234 -7.05988567],[-0.99192982  0.12678814  2.05095969],[-0.75146506 -0.65977289  1.59745339],[-0.99962732  0.02729889 -3.64647258],[-0.99193059 -0.12678215  3.24895122]
[-0.73579118 -0.67720849 -7.78520525],[-0.99970272  0.02438162  2.05492544],[-0.7116345  -0.70254988  1.16915656],[-0.97971292  0.20040606 -3.48940185],[-0.96268553 -0.27062257  2.93830804]
[-0.94655522 -0.32254181 -8.        ],[-0.99705894 -0.0766385   2.02195527],[-0.68546859 -0.7281022   0.73149847],[-0.93427696  0.35654811 -3.2559637 ],[-0.91984514 -0.39228169  2.58142251]
[-0.99643204  0.08439902 -8.        ],[-0.98543217 -0.1700689   1.88371715],[-0.67734249 -0.73566782  0.22205706],[-0.87355805  0.48671997 -2.87520916],[-0.87147654 -0.4904372   2.1896111 ]
[-0.88630071  0.46311019 -7.94003268],[-0.96689271 -0.25518323  1.74275245],[-0.68606802 -0.7275374  -0.23852908],[-0.80724873  0.59021139 -2.4597933 ],[-0.82166669 -0.56996829  1.87751805]
[-0.65478653  0.75581387 -7.50790008],[-0.94419384 -0.32939033  1.55241193],[-0.71045559 -0.70374204 -0.68149391],[-0.74346138  0.66877887 -2.02488788],[-0.7750997  -0.63183894  1.54912376]
[-0.36073978  0.9326665  -6.89678367],[-0.92180645 -0.38765044  1.24847105],[-0.7471388  -0.66466805 -1.07203039],[-0.68464265  0.72887889 -1.68235868],[-0.73611448 -0.67685705  1.19122227]
[-0.06079677  0.99815017 -6.16453357],[-0.90293155 -0.42978439  0.92345236],[-0.79414336 -0.60773046 -1.47699637],[-0.63492665  0.77257242 -1.32399483],[-0.70903643 -0.70517185  0.78361867]
[ 0.20573384  0.97860798 -5.36095629],[-0.88936927 -0.45718957  0.61157257],[-0.84369685 -0.53681993 -1.73072513],[-0.59606329  0.80293745 -0.98648653],[-0.69993987 -0.71420178  0.25635066]
[ 0.42188249  0.90665052 -4.56614197],[-0.88306641 -0.46924803  0.27212876],[-0.89262064 -0.4508086  -1.97984709],[-0.56824797  0.82285737 -0.68428344],[-0.70845465 -0.70575634 -0.23985721]
[ 0.58539182  0.81075052 -3.7968526 ],[-0.88258385 -0.47015502  0.02054757],[-0.93608616 -0.35177082 -2.16417682],[-0.55304786  0.83314948 -0.36714041],[-0.72974082 -0.68372387 -0.61273299]
[ 0.70533384  0.70887529 -3.1506143 ],[-0.88755147 -0.46070857 -0.21346083],[-0.96953359 -0.2449584  -2.23970749],[-0.55128542  0.83431672 -0.0422783 ],[-0.75994816 -0.64998368 -0.90581099]
[ 0.79100645  0.61180781 -2.59116653],[-0.89820001 -0.439587   -0.47309118],[-0.99069598 -0.13609366 -2.21918955],[-0.5630544   0.82641984  0.28345924],[-0.79755928 -0.60324057 -1.20009915]
[ 0.84944824  0.52767195 -2.04972921],[-0.91162432 -0.41102445 -0.63122561],[-0.99948089 -0.03221716 -2.08589153],[-0.58820565  0.80871139  0.61522316],[-0.83809923 -0.5455178  -1.41102376]
[ 0.88803693  0.45977214 -1.56237952],[-0.92715535 -0.37467713 -0.79058057],[-0.99800096  0.06319871 -1.90927169],[-0.62907216  0.77734691  1.03041541],[-0.88109571 -0.472938   -1.68769073]
[ 0.91324791  0.4074043  -1.16257226],[-0.94304015 -0.33267894 -0.89811196],[-0.98893942  0.14831999 -1.71256814],[-0.68361338  0.72984433  1.44686171],[-0.92197359 -0.38725275 -1.89944625]
[ 0.92916413  0.36966744 -0.81917782],[-0.95789462 -0.28712001 -0.95848032],[-0.97602876  0.21764159 -1.41056445],[-0.746308    0.66560076  1.79591395],[-0.95711777 -0.28969912 -2.0747502 ]
[ 0.94045638  0.33991439 -0.63650447],[-0.9716616  -0.23637625 -1.05168367],[-0.96178682  0.2737994  -1.15887391],[-0.80966677  0.58688987  2.02172584],[-0.98277289 -0.18481735 -2.16052913]
[ 0.94841167  0.3170415  -0.48434866],[-0.98362636 -0.18021983 -1.14849559],[-0.94848263  0.31682914 -0.9008669 ],[-0.86966035  0.49365056  2.21859516],[-0.99700789 -0.07729992 -2.17017802]
[ 0.95299544  0.30298464 -0.29570954],[-0.99226973 -0.12409989 -1.13578553],[-0.93834419  0.34570244 -0.61205513],[-0.92053314  0.39066447  2.29858287],[-0.99950491  0.03146329 -2.17691183]
[ 0.95583419  0.29390644 -0.19023443],[-0.99753885 -0.07011597 -1.08494222],[-0.93364615  0.3581967  -0.26696869],[-0.95987115  0.28044138  2.34198814],[-0.99058612  0.13689096 -2.11707309]
[ 0.95708673  0.28980163 -0.08583326],[-0.99982703 -0.01859846 -1.03148023],[-0.93486693  0.35499834  0.06846847],[-0.98601005  0.1666859   2.33572643],[-0.97181127  0.23576018 -2.01357164]
[0.95642419 0.29198077 0.04555268],[-0.99958846  0.02868659 -0.94580114],[-0.94140353  0.33728237  0.37767351],[-0.99868328  0.05130017  2.32289784],[-0.94553821  0.32551113 -1.8710306 ]
[0.95488769 0.29696717 0.10435529],[-0.99737419  0.07242047 -0.87586799],[-0.95209866  0.30579102  0.6651895 ],[-0.99806901 -0.06211476  2.26954933],[-0.91307962  0.40778133 -1.76941219]
[0.95146164 0.30776735 0.2266125 ],[-0.99395273  0.10980877 -0.75093463],[-0.96541647  0.26071255  0.94017871],[-0.98522304 -0.17127627  2.19940337],[-0.87600525  0.48230156 -1.66514594]
[0.94608966 0.32390485 0.34016711],[-0.99024211  0.13935768 -0.59564165],[-0.97988944  0.19954119  1.25741054],[-0.96241793 -0.2715727   2.05803662],[-0.83899804  0.54413444 -1.44153897]
[0.93812075 0.34630833 0.47558216],[-0.98758963  0.15705642 -0.35793278],[-0.99193285  0.12676442  1.47566557],[-0.93318161 -0.35940519  1.85207292],[-0.80342862  0.59540109 -1.24815341]
[0.92792732 0.37276117 0.56699657],[-0.98629862  0.16496978 -0.16035987],[-0.99891372  0.04659804  1.6098296 ],[-0.90024544 -0.43538277  1.65665993],[-0.77279563  0.63465495 -0.99594335]
[0.91418817 0.40529001 0.70626317],[-0.98679316  0.16198539  0.06050175],[-0.99940831 -0.03439511  1.62033632],[-0.86902511 -0.49476798  1.34208817],[-0.75200287  0.65915983 -0.64278058]
[0.8951331  0.44579898 0.89541208],[-0.98853149  0.15101484  0.22214942],[-0.99347792 -0.11402465  1.59742582],[-0.84355916 -0.53703627  0.98703951],[-0.74251395  0.6698306  -0.28559281]
[0.8679     0.49673895 1.15541341],[-0.99061503  0.13668164  0.28967945],[-0.98126552 -0.19266026  1.59198581],[-0.82710948 -0.56204085  0.59862774],[-0.74447472  0.66765065  0.05864063]
[0.82677564 0.56253182 1.55215169],[-0.99274985  0.12019871  0.33241601],[-0.96487846 -0.2626967   1.43887042],[-0.82111206 -0.57076701  0.21176969],[-0.75780951  0.65247585  0.40403209]
[0.76568488 0.64321588 2.0249199 ],[-0.99512173  0.09865464  0.43349325],[-0.94531458 -0.32616001  1.32845166],[-0.82683483 -0.56244481 -0.20200001],[-0.78515903  0.61929419  0.86007074]
[0.6742637  0.73849067 2.64276443],[-0.9977289   0.06735764  0.62813392],[-0.92319257 -0.38433772  1.24503499],[-0.84254313 -0.53862888 -0.57061517],[-0.82185277  0.56969995  1.23405446]
[0.54484863 0.83853442 3.27517242],[-0.99965102  0.0264168   0.81977615],[-0.90036166 -0.43514237  1.11412132],[-0.8646372  -0.50239676 -0.8488075 ],[-0.86437374  0.50284991  1.58496015]
[0.36985606 0.92908907 3.94708988],[-0.99975919 -0.02194451  0.96732287],[-0.87961826 -0.47568027  0.91081683],[-0.89093999 -0.45412106 -1.09966199],[-0.90767355  0.41967692  1.87606722]
[0.14371042 0.98961978 4.69288696],[-0.99731158 -0.07327767  1.0279428 ],[-0.86275431 -0.50562337  0.68734224],[-0.91860417 -0.39517891 -1.30245657],[-0.94709831  0.3209436   2.1272744 ]
[-0.12746168  0.9918435   5.44038211],[-0.99180712 -0.12774445  1.09502109],[-0.85203543 -0.52348412  0.41661328],[-0.94556019 -0.32544727 -1.49555791],[-0.97798488  0.20867578  2.33009789]
[-0.42227699  0.90646685  6.16292867],[-0.98319435 -0.18256197  1.10994239],[-0.84765491 -0.53054797  0.16623747],[-0.96955415 -0.24487702 -1.68183716],[-0.99612051  0.08799957  2.44214374]
[-0.7024712   0.71171217  6.85815936],[-0.9718157  -0.2357419   1.08780652],[-0.85136854 -0.52456802 -0.14078501],[-0.98800451 -0.15442501 -1.846948  ],[-0.99946896 -0.03258513  2.41408887]
[-0.91187509  0.41046781  7.37931087],[-0.95888813 -0.28378434  0.99513003],[-0.86360966 -0.50416104 -0.47594816],[-0.99828075 -0.0586135  -1.9279667 ],[-0.9880994  -0.15381672  2.43677839]
[-0.99933392  0.03649277  7.72932289],[-0.94622829 -0.32349965  0.83374538],[-0.88327397 -0.46885722 -0.80827389],[-0.99920025  0.03998566 -1.97286885],[-0.96099615 -0.27656174  2.51569268]
[-0.93870736 -0.34471508  7.76872254],[-0.93602078 -0.35194473  0.60444545],[-0.90816842 -0.41860496 -1.12175721],[-0.99035291  0.13856806 -1.98038101],[-0.91777117 -0.39710965  2.56301862]
[-0.74889064 -0.6626936   7.44949212],[-0.93074689 -0.36566409  0.293965  ],[-0.93612036 -0.35167978 -1.4508754 ],[-0.97230253  0.23372588 -1.93785148],[-0.85944436 -0.51122929  2.5649828 ]
[-0.4834124  -0.87539274  6.83675594],[-0.93127524 -0.36431637 -0.0289517 ],[-0.96232851 -0.27188938 -1.6801816 ],[-0.94621632  0.32353466 -1.87109476],[-0.78956742 -0.61366382  2.48156083]
[-0.19990414 -0.97981546  6.06577179],[-0.93761904 -0.34766441 -0.35639292],[-0.98321011 -0.18247709 -1.83701149],[-0.91358214  0.40665424 -1.78652273],[-0.71516582 -0.69895483  2.26484893]
[ 0.05972819 -0.99821468  5.220477  ],[-0.94804804 -0.3181272  -0.6265114 ],[-0.99625946 -0.08641227 -1.93970163],[-0.87758013  0.47943    -1.62432512],[-0.64474055 -0.76440148  1.92354997]
[ 0.27302916 -0.96200576  4.33553325],[-0.96098947 -0.27658495 -0.87029611],[-0.99992671  0.01210677 -1.97254482],[-0.8414965   0.54026257 -1.41488045],[-0.58154597 -0.81351354  1.60112104]
[ 0.4377009  -0.89912064  3.52999188],[-0.97441233 -0.22476789 -1.07067538],[-0.99400946  0.10929404 -1.94811481],[-0.80900343  0.58780392 -1.15185014],[-0.52919336 -0.84850126  1.25956304]
[ 0.55923163 -0.82901145  2.80837279],[-0.98673584 -0.16233416 -1.27298197],[-0.98006828  0.19866096 -1.8095729 ],[-0.78298934  0.62203512 -0.85995159],[-0.49061343 -0.87137734  0.89712062]
[ 0.64423392 -0.76482852  2.13125116],[-0.99572145 -0.09240558 -1.41036276],[-0.96024818  0.27914769 -1.65829892],[-0.76356836  0.64572701 -0.61271651],[-0.47018666 -0.88256699  0.46582637]
[ 0.6981752  -0.71592694  1.45648481],[-0.99981046 -0.01946912 -1.46134477],[-0.93618401  0.35151032 -1.52554976],[-0.75286368  0.65817647 -0.32838108],[-0.46929742 -0.88304016  0.02014582]
[ 0.72874921 -0.68478069  0.87296299],[-0.99830374  0.05822061 -1.55447817],[-0.90977028  0.41511209 -1.37764228],[-0.75236628  0.65874501 -0.01510817],[-0.48491875 -0.87455921 -0.35550573]
[ 0.74018065 -0.67240806  0.33690744],[-0.99010062  0.14035942 -1.65141725],[-0.88248353  0.47034329 -1.23227486],[-0.76221986  0.64731823  0.30177388],[-0.51975634 -0.85431455 -0.80590895]
[ 0.73230245 -0.68097953 -0.2328413 ],[-0.97537106  0.22057037 -1.63149581],[-0.85708742  0.51517099 -1.03054778],[-0.77945069  0.62646359  0.54105897],[-0.57129603 -0.82074408 -1.23036742]
[ 0.70616726 -0.70804506 -0.75253113],[-0.95533469  0.29552601 -1.55213729],[-0.83756601  0.54633614 -0.73552827],[-0.80416417  0.59440726  0.80958946],[-0.634427   -0.77298279 -1.58365847]
[ 0.66279672 -0.74879938 -1.19045604],[-0.9319757   0.36252074 -1.41930271],[-0.82461517  0.56569411 -0.46582391],[-0.83456875  0.55090381  1.06163091],[-0.70434178 -0.70986102 -1.88456914]
[ 0.60023208 -0.79982588 -1.61512624],[-0.9093291   0.41607761 -1.16312681],[-0.81966991  0.57283613 -0.1737407 ],[-0.87064318  0.49191508  1.38317624],[-0.77823769 -0.62796982 -2.20718184]
[ 0.51546145 -0.85691277 -2.04490367],[-0.89057061  0.45484501 -0.86141248],[-0.82435953  0.56606658  0.16470547],[-0.90753305  0.41998067  1.61727959],[-0.84997854 -0.52681731 -2.48180002]
[ 0.40249454 -0.91542238 -2.54611646],[-0.87869989  0.47737459 -0.5093255 ],[-0.83913846  0.54391787  0.5325501 ],[-0.94124073  0.33773641  1.77826143],[-0.91358261 -0.40665318 -2.72128213]
[ 0.25329568 -0.96738891 -3.16309431],[-0.87463601  0.48478021 -0.16894824],[-0.86252937  0.506007    0.89099884],[-0.96738257  0.25331987  1.76800862],[-0.9630168  -0.26944135 -2.91949567]
[ 0.06261158 -0.99803797 -3.86865915],[-0.87939133  0.47609966  0.19795549],[-0.89085419  0.45428934  1.17949471],[-0.98581133  0.16785716  1.74909879],[-0.9924467  -0.12267661 -2.99652937]
[-0.16816525 -0.98575882 -4.63241369],[-0.8924498   0.45114671  0.56328512],[-0.92103077  0.38948982  1.42993437],[-0.99642758  0.08445161  1.68206536],[-0.99969994  0.02449564 -2.94969001]
[-0.42586719 -0.90478568 -5.41904007],[-0.91116596  0.41203956  0.8671699 ],[-0.95038165  0.31108637  1.67483406],[-0.99999716  0.00238125  1.64342126],[-0.98613816  0.16592629 -2.84398317]
[-0.6839676  -0.72951239 -6.26534878],[-0.93244172  0.3613204   1.10015513],[-0.97449876  0.22439287  1.80031848],[-0.99691183 -0.07852896  1.61982291],[-0.95566913  0.29444273 -2.64350197]
[-0.89035841 -0.45526026 -6.89888526],[-0.95288651  0.30332704  1.23002625],[-0.991134    0.13286607  1.86119703],[-0.98771771 -0.15624894  1.56563805],[-0.9126378   0.40876919 -2.44465361]
[-0.99439858 -0.10569513 -7.33543171],[-0.97156681  0.23676558  1.38293699],[-0.99916594  0.0408342   1.84829147],[-0.97365879 -0.22800999  1.46283107],[-0.85966464  0.51085879 -2.301569  ]
[-0.96487204  0.2627203  -7.43466753],[-0.98635648  0.16462351  1.47318225],[-0.99890457 -0.04679385  1.75313001],[-0.9562021  -0.29270727  1.34047078],[-0.80397441  0.5946639  -2.01328116]
[-0.80873123  0.58817837 -7.25928163],[-0.99614729  0.08769594  1.55135126],[-0.99191498 -0.12690415  1.60872648],[-0.93800067 -0.34663344  1.13845486],[-0.75081752  0.6605097  -1.69299759]
[-0.56358074  0.82606099 -6.865553  ],[-0.99994877  0.01012183  1.55373467],[-0.97987137 -0.19962991  1.47465895],[-0.92146628 -0.38845836  0.89956692],[-0.70376977  0.71042812 -1.37217854]
[-0.28246246  0.95927835 -6.24707995],[-0.99789681 -0.06482258  1.49980132],[-0.96431256 -0.26476647  1.33963041],[-0.90861696 -0.41763048  0.63755897],[-0.66732624  0.74476553 -1.0015414 ]
[-0.00962675  0.99995366 -5.53466486],[-0.99046696 -0.13775051  1.46643713],[-0.94735959 -0.32017153  1.15897619],[-0.90168315 -0.43239738  0.32627891],[-0.64380972  0.76518562 -0.62292388]
[ 0.2278916   0.97368651 -4.79077306],[-0.97832173 -0.20709081  1.40820889],[-0.9322155  -0.36190365  0.88797226],[-0.90070284 -0.43443571  0.0452363 ],[-0.63356743  0.77368748 -0.26622448]
[ 0.42103615  0.90704386 -4.09351193],[-0.96251207 -0.27123884  1.32159063],[-0.92052253 -0.39068947  0.62142628],[-0.9080862  -0.4187833  -0.34613264],[-0.63945553  0.76882809  0.15268748]
[ 0.56853369  0.82265998 -3.40269995],[-0.94504564 -0.32693842  1.16764494],[-0.91346256 -0.40692279  0.35404635],[-0.92344168 -0.3837388  -0.76526752],[-0.65896045  0.75217759  0.51291983]
