-0.12233476100431344,-4.590451682827183,-0.3335999907513784,-0.7150624018751168,-1.0632681480813027
-0.1829109938856274,-4.698389778024486,-0.418612763250357,-0.8543506973213265,-0.9550610420256218
-0.2719036527955895,-5.067970477823293,-0.5512180615929883,-1.065482716685005,-0.9360978582642
-0.4046292359983939,-5.647507862921291,-0.7626383041865007,-1.4191053102551316,-0.9843876774759496
-0.6134818152924811,-6.3978874981562,-1.027051752568889,-1.8891926566737254,-1.1041432153680455
-0.910518284416205,-7.315645978066892,-1.3839533329156388,-2.529326089214337,-1.3046153643593181
-1.3269438672351963,-8.37409426620245,-1.8454540111857514,-3.419357287641436,-1.6153327952768448
-1.9406497696128542,-9.51867988011195,-2.443158768864693,-4.4780418916212135,-2.055218944254598
-2.7788591245204417,-10.659249041823253,-3.255909289941519,-5.8562443070044665,-2.640359471546805
-3.9677047900405724,-10.48041527842552,-4.4064712363558085,-7.612980548106257,-3.4216576702137473
-5.621881377420246,-9.367096572817031,-5.817782459780334,-9.576209603777796,-4.372239267995044
-7.67729455161094,-8.340911550465893,-7.550377092805303,-11.726300436204749,-5.469965069689698
-10.060579480495177,-7.427757102467705,-9.541395561972545,-13.890347172403526,-6.765445039086432
-12.84570543736257,-6.635491767976486,-11.655198372268863,-12.237574868585423,-8.31663361575516
-15.68944159927481,-6.025962379208854,-13.734588757159804,-10.169077811030037,-10.006047477250773
-14.347787763582586,-5.594115013143086,-12.417218837410934,-8.193177024739756,-11.703788096711195
-12.040950232874799,-5.310682471386036,-10.33630751820312,-6.436651445155012,-12.294818459094108
-9.748476700299854,-5.169147651503541,-8.372331553085044,-4.985335238517807,-10.53157143421453
-7.622416355256631,-5.144392583676687,-6.5571661395087615,-3.8597142789839918,-8.779843293488627
-5.79585415798994,-5.234220465084666,-5.059400869000445,-3.0372052012902695,-7.24624778868894
-4.302258979498367,-5.465094147648411,-3.8637019617527075,-2.4519450673522405,-5.9575738516192205
-3.1588180858200183,-5.816461012594006,-3.0600540265615748,-2.0557387212194898,-4.951415639332324
-2.300759628411243,-6.290158093142979,-2.558458854277024,-1.7971352697230893,-4.201753141889944
-1.6979822706350896,-6.878071161757542,-2.3534330862390185,-1.6694497843159042,-3.6493570239779327
-1.3808025028566506,-7.505013412069483,-2.400006784375046,-1.6487127267551764,-3.282686584950871
